Processor,Benchmark,"HardwareVendor     ",System,#Cores,#Chips,#CoresPerChip,#ThreadsPerCore,Processor,ProcessorMHz,ProcessorCharacteristics,CPU(s)Orderable,AutoParallelization,BasePointerSize,PeakPointerSize,1stLevelCache,2ndLevelCache,3rdLevelCache,OtherCache,Memory,OperatingSystem,FileSystem,Compiler,HWAvail,SWAvail,BaseCopies,Result,Baseline,400Peak,400Base,401Peak,401Base,403Peak,403Base,429Peak,429Base,445Peak,445Base,456Peak,456Base,458Peak,458Base,462Peak,462Base,464Peak,464Base,471Peak,471Base,473Peak,473Base,483Peak,483Base,License,TestedBy,TestSponsor,TestDate,Published,Updated,Price
IntelXeonE7-8837,CINT2006rate,IBMCorporation,IBMSystemx3690X5(IntelXeonE7-8837),16,2,8,1,IntelXeonE7-8837,2667,IntelTurboBoostTechnologyupto2.80GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,24MBI+Donchipperchip,None,256GB(32x8GB4Rx8PC3-8500R-7ECC),SUSELinuxEnterpriseServer11SP1(x86_64)Kernel2.6.32.12-0.7-default,ext3,IntelC++CompilerXEforapplicationsrunningonIA-32Version12.0.1.116Build20101116,05/01/11,01/01/11,16,397,372,374,311,244,213,305,305,468,437,325,317,634,528,348,318,1627,1627,555,555,215,199,228,228,368,368,11,IBMCorporation,IBMCorporation,04/01/11,05/01/11,04/01/12,2280
IntelXeonE7-8837,CINT2006rate,Supermicro,SuperServer5086B-TRF(X8OBN-FIntelE7-8837),64,8,8,1,IntelXeonE7-8837,2667,IntelTurboBoostTechnologyupto2.80GHz,1-8chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,24MBI+Donchipperchip,None,1TB(64x16GB4Rx4PC3-8500R-9ECC),RedHatEnterpriseLinuxServerRelease6.2Kernel2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,01/01/12,12/01/11,64,1510,1450,1422,1281,932,857,924,925,1652,1652,1268,1220,2603,2223,1342,1260,9200,9200,2178,2208,687,656,834,834,1328,1328,1176,Supermicro,Supermicro,06/01/12,08/01/12,08/01/12,2280
IntelXeonE5-2695v2,CINT2006rate,CiscoSystems,CiscoUCSB200M3(IntelXeonE5-2695v22.40GHz),24,2,12,2,IntelXeonE5-2695v2,2400,IntelTurboBoostTechnologyupto3.20GHz,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,48,913,884,815,683,487,478,688,690,1303,1303,685,668,1294,1201,691,666,5975,5975,1147,1133,496,473,490,490,928,928,9019,CiscoSystems,CiscoSystems,11/01/13,12/01/13,12/01/13,2336
IntelXeonE5-2695v2,CINT2006rate,CiscoSystems,CiscoUCSC220M3(IntelXeonE5-2695v22.40GHz),24,2,12,2,IntelXeonE5-2695v2,2400,IntelTurboBoostTechnologyupto3.20GHz,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,12/01/13,09/01/13,48,808,781,702,583,428,420,613,615,1201,1201,582,570,1157,1060,591,570,5204,5204,982,974,466,439,440,440,841,841,9019,CiscoSystems,CiscoSystems,12/01/13,01/01/14,01/01/14,2336
IntelXeonE5-2695v2,CINT2006rate,CiscoSystems,CiscoUCSC240M3(IntelXeonE5-2695v22.40GHz),24,2,12,2,IntelXeonE5-2695v2,2400,IntelTurboBoostTechnologyupto3.20GHz,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,128GB(16x8GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,48,921,890,810,683,492,483,697,698,1329,1329,701,668,1293,1201,693,668,5964,5964,1147,1134,509,485,492,492,936,936,9019,CiscoSystems,CiscoSystems,11/01/13,12/01/13,12/01/13,2336
IntelXeonE5-2695v2,CINT2006rate,DellInc.,PowerEdgeR620(IntelXeonE5-2695v22.40GHz),24,2,12,2,IntelXeonE5-2695v2,2400,IntelTurboBoostTechnologyupto3.20GHz,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),SUSELinuxEnterpriseServer11SP3(x86_64)3.0.76-0.11-default,ext2,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,48,915,887,821,696,489,479,694,693,1311,1311,684,674,1297,1199,692,666,5985,5985,1147,1135,496,475,490,490,919,919,55,DellInc.,DellInc.,08/01/13,10/01/13,10/01/13,2336
IntelXeonE5-2695v2,CINT2006rate,DellInc.,PowerEdgeR720xd(IntelXeonE5-2695v22.40GHz),24,2,12,2,IntelXeonE5-2695v2,2400,IntelTurboBoostTechnologyupto3.20GHz,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),SUSELinuxEnterpriseServer11SP3(x86_64)3.0.76-0.11-default,ext2,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,48,917,889,822,698,489,479,694,693,1312,1312,687,676,1303,1207,694,666,5995,5995,1145,1137,498,475,492,492,919,919,55,DellInc.,DellInc.,09/01/13,10/01/13,10/01/13,2336
IntelXeonE5-2695v2,CINT2006rate,DellInc.,PowerEdgeT620(IntelXeonE5-2695v22.40GHz),24,2,12,2,IntelXeonE5-2695v2,2400,IntelTurboBoostTechnologyupto3.20GHz,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),SUSELinuxEnterpriseServer11SP3(x86_64)3.0.76-0.11-default,ext2,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,48,913,886,821,696,489,479,694,693,1311,1311,685,675,1274,1204,692,667,5902,5902,1150,1138,497,475,491,491,916,916,55,DellInc.,DellInc.,09/01/13,10/01/13,10/01/13,2336
IntelXeonE5-2695v2,CINT2006rate,Fujitsu,PRIMERGYBX924S4IntelXeonE5-2695v22.40GHz,24,2,12,2,IntelXeonE5-2695v2,2400,IntelTurboBoostTechnologyupto3.20GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.11.1.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,10/01/13,09/01/13,48,914,883,819,675,487,477,686,686,1300,1300,684,668,1300,1205,690,666,5970,5970,1149,1135,500,475,489,489,923,923,19,Fujitsu,Fujitsu,11/01/13,11/01/13,11/01/13,2336
IntelXeonE5-2695v2,CINT2006rate,Fujitsu,PRIMERGYCX250S2IntelXeonE5-2695v22.40GHz,24,2,12,2,IntelXeonE5-2695v2,2400,IntelTurboBoostTechnologyupto3.20GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.11.1.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,48,914,884,817,682,488,478,689,689,1299,1299,689,669,1296,1199,693,666,5966,5966,1150,1138,498,475,491,491,923,923,19,Fujitsu,Fujitsu,11/01/13,12/01/13,12/01/13,2336
IntelXeonE5-2695v2,CINT2006rate,Fujitsu,PRIMERGYRX200S8IntelXeonE5-2695v22.40GHz,24,2,12,2,IntelXeonE5-2695v2,2400,IntelTurboBoostTechnologyupto3.20GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.11.1.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,10/01/13,09/01/13,48,910,881,817,676,487,478,683,683,1294,1294,684,669,1279,1197,692,667,5922,5922,1153,1137,496,473,489,489,920,920,19,Fujitsu,Fujitsu,09/01/13,11/01/13,11/01/13,2336
IntelXeonE5-2695v2,CINT2006rate,Fujitsu,PRIMERGYRX300S8IntelXeonE5-2695v22.40GHz,24,2,12,2,IntelXeonE5-2695v2,2400,IntelTurboBoostTechnologyupto3.20GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.11.1.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,10/01/13,09/01/13,48,913,883,817,679,485,478,686,686,1300,1300,685,668,1299,1202,692,666,5973,5973,1152,1139,499,475,491,491,919,919,19,Fujitsu,Fujitsu,09/01/13,10/01/13,10/01/13,2336
IntelXeonE5-2695v2,CINT2006rate,Fujitsu,PRIMERGYRX350S8IntelXeonE5-2695v22.40GHz,24,2,12,2,IntelXeonE5-2695v2,2400,IntelTurboBoostTechnologyupto3.20GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.11.1.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,10/01/13,09/01/13,48,913,883,819,675,487,478,686,686,1298,1298,684,671,1298,1203,692,666,5967,5967,1154,1137,496,476,489,489,919,919,19,Fujitsu,Fujitsu,09/01/13,10/01/13,10/01/13,2336
IntelXeonE5-2695v2,CINT2006rate,Fujitsu,PRIMERGYTX300S8IntelXeonE5-2695v22.40GHz,24,2,12,2,IntelXeonE5-2695v2,2400,IntelTurboBoostTechnologyupto3.20GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.11.1.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,10/01/13,09/01/13,48,913,883,819,675,487,478,686,686,1298,1298,684,671,1298,1203,692,666,5967,5967,1154,1137,496,476,489,489,919,919,19,Fujitsu,Fujitsu,09/01/13,11/01/13,11/01/13,2336
IntelXeonE5-2695v2,CINT2006rate,Hewlett-PackardCompany,ProLiantDL380pGen8(2.40GHzIntelXeonE5-2695v2),24,2,12,2,IntelXeonE5-2695v2,2400,IntelTurboBoostTechnologyupto3.20GHz,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,128GB(16x8GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)Kernel2.6.32-358.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,48,918,888,809,680,491,483,697,697,1328,1328,684,667,1295,1195,692,667,5977,5977,1145,1130,507,484,492,492,926,926,3,Hewlett-PackardCompany,Hewlett-PackardCompany,11/01/13,12/01/13,12/01/13,2336
IntelXeonE5-2695v2,CINT2006rate,Hewlett-PackardCompany,ProLiantSL230sGen8(2.40GHzIntelXeonE5-2695v2),24,2,12,2,IntelXeonE5-2695v2,2400,IntelTurboBoostTechnologyupto3.20GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,128GB(16x8GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,48,912,883,814,679,488,480,688,692,1308,1308,679,665,1292,1195,691,665,5959,5959,1142,1130,500,477,489,489,921,921,3,Hewlett-PackardCompany,Hewlett-PackardCompany,08/01/13,09/01/13,09/01/13,2336
IntelXeonE5-2695v2,CINT2006rate,IBMCorporation,IBMSystemx3650M4BD(IntelXeonE5-2695v22.40GHz),24,2,12,2,IntelXeonE5-2695v2,2400,IntelTurboBoostTechnologyupto3.20GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,01/01/14,09/01/13,48,915,885,820,677,488,479,687,688,1307,1307,684,669,1296,1201,692,666,5969,5969,1151,1138,499,478,492,492,926,926,11,IBMCorporation,IBMCorporation,12/01/13,02/01/14,02/01/14,2336
IntelXeonE5-2695v2,CINT2006rate,NECCorporation,Express5800/R120e-1M(IntelXeonE5-2695v2),12,1,12,2,IntelXeonE5-2695v2,2400,IntelTurboBoostTechnologyupto3.20GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,64GB(4x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)Kernel2.6.32-358.18.1.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,24,465,449,411,342,260,254,349,349,634,634,352,341,642,596,361,345,2952,2952,586,576,255,248,250,250,477,477,9006,NECCorporation,NECCorporation,10/01/13,12/01/13,12/01/13,2336
IntelXeonE5-2695v2,CINT2006rate,NECCorporation,Express5800/R120e-1M(IntelXeonE5-2695v2),24,2,12,2,IntelXeonE5-2695v2,2400,IntelTurboBoostTechnologyupto3.20GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,128GB(8x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)Kernel2.6.32-358.18.1.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,48,903,873,815,682,479,470,682,682,1249,1249,698,667,1285,1189,693,665,5888,5888,1147,1132,476,457,479,479,929,929,9006,NECCorporation,NECCorporation,10/01/13,11/01/13,11/01/13,2336
IntelXeonE5-2695v2,CINT2006rate,NECCorporation,Express5800/R120e-2M(IntelXeonE5-2695v2),12,1,12,2,IntelXeonE5-2695v2,2400,IntelTurboBoostTechnologyupto3.20GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,64GB(4x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)Kernel2.6.32-358.18.1.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,24,465,449,411,342,260,254,349,349,634,634,352,341,642,596,361,345,2952,2952,586,576,255,248,250,250,477,477,9006,NECCorporation,NECCorporation,10/01/13,12/01/13,12/01/13,2336
IntelXeonE5-2695v2,CINT2006rate,NECCorporation,Express5800/R120e-2M(IntelXeonE5-2695v2),24,2,12,2,IntelXeonE5-2695v2,2400,IntelTurboBoostTechnologyupto3.20GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,128GB(8x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)Kernel2.6.32-358.18.1.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,48,903,873,815,682,479,470,682,682,1249,1249,698,667,1285,1189,693,665,5888,5888,1147,1132,476,457,479,479,929,929,9006,NECCorporation,NECCorporation,10/01/13,11/01/13,11/01/13,2336
IntelXeonE5-2695v2,CINT2006rate,Sugon,I620-G15(IntelXeonE5-2695v22.40GHz),24,2,12,2,IntelXeonE5-2695v2,2400,IntelTurboBoostTechnologyupto3.20GHz,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,01/01/14,01/01/14,48,912,882,815,679,486,476,683,688,1301,1301,683,666,1300,1200,691,665,5965,5965,1146,1134,497,473,489,489,924,924,9046,Sugon,Sugon,01/01/14,01/01/14,01/01/14,2336
IntelXeonE5-2695v2,CINT2006rate,Supermicro,SuperServerF627R2-F72+(X9DRFF-7+IntelXeonE5-2695v2),24,2,12,2,IntelXeonE5-2695v2,2400,IntelTurboBoostTechnologyupto3.20GHz,12chips,No,32/64-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,128GB(16x8GB2Rx4PC3-14900R-13ECC),RedHatEnterpriseLinuxServerrelease6.4Kernel2.6.32-358.18.1.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,48,917,885,810,677,489,480,690,692,1311,1311,701,669,1294,1198,696,667,5970,5970,1148,1137,501,478,490,490,924,924,1176,Supermicro,Supermicro,10/01/13,11/01/13,11/01/13,2336
IntelXeonE7-2850,CINT2006rate,CiscoSystems,CiscoUCSB230M2(IntelXeonE7-28502.00GHz),20,2,10,2,IntelXeonE7-2850,2000,IntelTurboBoostTechnologyupto2.40GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,24MBI+Donchipperchip,None,256GB(32x8GB2Rx4PC3L-10600R-9ECC),RedHatEnterpriseLinuxServerrelease6.1(Santiago)2.6.32-131.0.15.el6.x86_64,ext4,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,05/01/11,10/01/11,40,484,462,416,358,268,256,357,357,646,646,419,400,707,563,414,383,2829,2829,543,564,277,262,264,264,472,472,9019,CiscoSystems,CiscoSystems,01/01/12,02/01/12,03/01/12,2558
IntelXeonE7-2850,CINT2006rate,CiscoSystems,CiscoUCSC260M2(IntelXeonE7-28502.00GHz),20,2,10,2,IntelXeonE7-2850,2000,IntelTurboBoostTechnologyupto2.40GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,24MBI+Donchipperchip,None,512GB(32x16GB4Rx4PC3-8500R-9ECC),RedHatEnterpriseLinuxServerrelease6.1(Santiago)2.6.32-131.0.15.el6.x86_64,ext4,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,05/01/11,10/01/11,40,488,464,419,357,269,257,356,358,656,656,420,400,717,567,414,383,2834,2834,547,551,285,268,266,266,474,474,9019,CiscoSystems,CiscoSystems,01/01/12,02/01/12,03/01/12,2558
IntelXeonE7-2850,CINT2006rate,DellInc.,PowerEdgeM910(IntelXeonE7-28502.00GHz),20,2,10,2,IntelXeonE7-2850,2000,IntelTurboBoostTechnologyupto2.40GHz,24chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,24MBI+Donchipperchip,None,256GB(32x8GB4Rx8PC3L-8500R-7ECC),SUSELinuxEnterpriseServer11SP1(x86_64)Kernel2.6.32.12-0.7-default,ext3,IntelC++CompilerXEforapplicationsrunningonIA-32Version12.0.1.116Build20101116,04/01/11,01/01/11,40,455,427,424,348,262,245,360,360,488,451,425,405,700,554,405,379,2059,2059,547,547,282,263,257,257,412,412,55,DellInc.,DellInc.,06/01/11,06/01/11,04/01/12,2558
IntelXeonE7-2850,CINT2006rate,DellInc.,PowerEdgeR810(IntelXeonE7-28502.00GHz),20,2,10,2,IntelXeonE7-2850,2000,IntelTurboBoostTechnologyupto2.40GHz,24chips,No,32-bit,NotApplicable,32KBI+32KBDonchippercore,256KBI+Donchippercore,24MBI+Donchipperchip,None,256GB(32x8GB4Rx8PC3L-8500R-7ECC),SUSELinuxEnterpriseServer11SP1(x86_64)Kernel2.6.32.12-0.7-default,ext3,IntelC++CompilerXEforapplicationsrunningonIA-32Version12.0.1.116Build20101116,04/01/11,01/01/11,40,0,424,0,347,0,243,0,358,0,448,0,400,0,546,0,378,0,2033,0,542,0,259,0,256,0,410,55,DellInc.,DellInc.,03/01/11,06/01/11,03/01/12,2558
IntelXeonE7-2850,CINT2006rate,Fujitsu,PRIMERGYRX600S6IntelXeonE7-28502.00GHz,20,2,10,2,IntelXeonE7-2850,2000,IntelTurboBoostTechnologyupto2.40GHz,2chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,24MBI+Donchipperchip,None,256GB(32x8GB4Rx8PC3L-8500R-7ECC),SUSELinuxEnterpriseServer11(x86_64)SP1Kernel2.6.32.12-0.7-default,ext3,IntelC++CompilerXEforapplicationsrunningonIA-32Version12.0.1.116Build20101116,07/01/11,01/01/11,40,459,427,436,349,270,244,358,358,487,453,423,401,713,554,416,380,2066,2066,549,549,282,262,257,257,412,412,19,Fujitsu,Fujitsu,07/01/11,09/01/11,03/01/12,2558
IntelXeonE7-2850,CINT2006rate,Hewlett-PackardCompany,ProLiantDL980G7(2.0GHzIntelXeonE7-2850),80,8,10,2,IntelXeonE7-2850,2000,IntelTurboBoostTechnologyupto2.4GHz,48chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,24MBI+Donchipperchip,None,1TB(128x8GB2Rx4PC3L-10600R-9ECCrunningat1066MHz),SUSELinuxEnterpriseServer11(x86_64)SP1Kernel2.6.32.12-0.7-default,ext3,IntelC++CompilerXE2011forIA-32andIntel64Version12.0.1.116Build20101116,08/01/11,01/01/11,160,1830,1740,1661,1429,1038,987,1484,1493,2172,2062,1699,1610,2672,2261,1632,1541,8296,8296,2210,2185,1132,1065,1054,1054,1596,1596,3,Hewlett-PackardCompany,Hewlett-PackardCompany,07/01/11,10/01/11,03/01/12,2558
IntelXeonE7-2850,CINT2006rate,IBMCorporation,IBMBladeCenterHX5(IntelXeonE7-2850),20,2,10,2,IntelXeonE7-2850,2000,IntelTurboBoostTechnologyupto2.4GHz,12chips,No,32/64-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,24MBI+Donchipperchip,None,128GB(16x8GB4Rx8PC3-8500R-7ECC),SUSELinuxEnterpriseServer11SP1(x86_64)Kernel2.6.32.12-0.7-default,ext3,IntelC++Intel64CompilerXEforapplicationsrunningonIntel64Version12.0.1.116Build20101116,05/01/11,01/01/11,40,460,428,443,355,272,246,361,361,485,445,429,405,712,555,419,385,2071,2071,554,554,275,259,256,256,415,415,11,IBMCorporation,IBMCorporation,06/01/11,06/01/11,04/01/12,2558
IntelXeonE7-2850,CINT2006rate,IBMCorporation,IBMSystemx3690X5(IntelXeonE7-2850),20,2,10,2,IntelXeonE7-2850,2000,IntelTurboBoostTechnologyupto2.40GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,24MBI+Donchipperchip,None,256GB(32x8GB4Rx8PC3-8500R-7ECC),SUSELinuxEnterpriseServer11SP1(x86_64)Kernel2.6.32.12-0.7-default,ext3,IntelC++CompilerXEforapplicationsrunningonIA-32Version12.0.1.116Build20101116,05/01/11,01/01/11,40,460,428,443,354,272,246,360,360,488,452,427,406,712,554,418,383,2063,2063,542,542,281,263,258,258,413,413,11,IBMCorporation,IBMCorporation,05/01/11,06/01/11,03/01/12,2558
IntelXeonE5-2697v2,CINT2006rate,CiscoSystems,CiscoUCSB200M3(IntelXeonE5-2697v22.70GHz),24,2,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,128GB(16x8GB2Rx4PC3-14900R-11ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,08/01/13,48,0,940,0,729,0,511,0,729,0,1372,0,717,0,1266,0,712,0,6334,0,1250,0,498,0,516,0,972,9019,CiscoSystems,CiscoSystems,08/01/13,12/01/13,12/01/13,2614
IntelXeonE5-2697v2,CINT2006rate,CiscoSystems,CiscoUCSC220M3(IntelXeonE5-2697v2@2.70GHz),24,2,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,128GB(16x8GB2Rx4PC3-14900R-11ECC),RedHatEnterpriseLinuxServerrelease6.4(Santiago)2.6.32-358.el6.x86_64,ext4,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,48,0,941,0,743,0,512,0,732,0,1375,0,719,0,1272,0,711,0,6337,0,1250,0,501,0,515,0,954,9019,CiscoSystems,CiscoSystems,09/01/13,11/01/13,11/01/13,2614
IntelXeonE5-2697v2,CINT2006rate,DellInc.,PowerEdgeM620(IntelXeonE5-2697v22.70GHz),24,2,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),SUSELinuxEnterpriseServer11SP3(x86_64)3.0.76-0.11-default,ext2,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,48,964,936,871,744,515,505,729,729,1353,1353,736,721,1364,1270,740,712,6353,6353,1229,1216,510,490,515,515,958,958,55,DellInc.,DellInc.,09/01/13,10/01/13,10/01/13,2614
IntelXeonE5-2697v2,CINT2006rate,DellInc.,PowerEdgeR620(IntelXeonE5-2697v22.70GHz),24,2,12,2,IntelXeonE5-2697v2,2700,IntelTurboBoostTechnologyupto3.50GHz,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,30MBI+Donchipperchip,None,256GB(16x16GB2Rx4PC3-14900R-13ECC),SUSELinuxEnterpriseServer11(x86_64)3.0.76-0.11-default,ext2,C/C++:Version14.0.0.080ofIntelC++StudioXEforLinux,09/01/13,09/01/13,48,966,936,878,744,516,507,727,727,1355,1355,749,724,1363,1269,740,712,6350,6350,1233,1215,508,489,513,513,955,955,55,DellInc.,DellInc.,08/01/13,11/01/13,11/01/13,2614
