Processor,Benchmark,"HardwareVendor     ",System,#Cores,#Chips,#CoresPerChip,#ThreadsPerCore,Processor,ProcessorMHz,ProcessorCharacteristics,CPU(s)Orderable,AutoParallelization,BasePointerSize,PeakPointerSize,1stLevelCache,2ndLevelCache,3rdLevelCache,OtherCache,Memory,OperatingSystem,FileSystem,Compiler,HWAvail,SWAvail,BaseCopies,Result,Baseline,400Peak,400Base,401Peak,401Base,403Peak,403Base,429Peak,429Base,445Peak,445Base,456Peak,456Base,458Peak,458Base,462Peak,462Base,464Peak,464Base,471Peak,471Base,473Peak,473Base,483Peak,483Base,License,TestedBy,TestSponsor,TestDate,Published,Updated,Price
AMDOpteron4334,CINT2006rate,DellInc.,PowerEdgeR415(AMDOpteron43343.10GHz),12,2,6,1,AMDOpteron4334,3100,AMDTurboCOREtechnologyupto3.50GHz,12chips,No,32/64-bit,32/64-bit,192KBIonchipperchip64KBIshared/2cores;16KBDonchippercore,6MBI+Donchipperchip2MBshared/2cores,8MBI+Donchipperchip,None,32GB(4x8GB2Rx4PC3-12800R-11ECC),RedHatEnterpriseLinuxServerrelease6.2Kernel2.6.32-220.el6.x86_64,ext3,C/C++:Version4.5.2ofx86Open64CompilerSuite(fromAMD),11/01/12,08/01/12,12,249,223,190,162,140,131,183,166,317,202,180,164,395,356,163,157,1792,1805,252,206,168,169,172,151,245,242,55,DellInc.,DellInc.,11/01/12,01/01/13,01/01/13,191
AMDOpteron4334,CINT2006rate,DellInc.,PowerEdgeR515(AMDOpteron43343.10GHz),12,2,6,1,AMDOpteron4334,3100,AMDTurboCOREtechnologyupto3.50GHz,12chips,No,32/64-bit,32/64-bit,192KBIonchipperchip64KBIshared/2cores;16KBDonchippercore,6MBI+Donchipperchip2MBshared/2cores,8MBI+Donchipperchip,None,32GB(4x8GB2Rx4PC3-12800R-11ECC),RedHatEnterpriseLinuxServerrelease6.2Kernel2.6.32-220.el6.x86_64,ext3,C/C++:Version4.5.2ofx86Open64CompilerSuite(fromAMD),11/01/12,08/01/12,12,249,222,189,160,140,131,183,165,316,202,180,164,395,349,163,157,1804,1804,252,202,169,169,172,151,245,242,55,DellInc.,DellInc.,10/01/12,01/01/13,01/01/13,191
AMDOpteron4334,CINT2006rate,Tyan,TyanYR190-B8228AMDOpteron4334,12,2,6,1,AMDOpteron4334,3100,AMDTurboCOREtechnologyupto3.50GHz,12chips,No,32/64-bit,32/64-bit,192KBIonchipperchip64KBIshared/2cores;16KBDonchippercore,6MBI+Donchipperchip2MBshared/2cores,8MBI+Donchipperchip,None,32GB(4x8GB2Rx4PC3-12800R-11ECC),RedHatEnterpriseLinuxServerrelease6.3Kernel2.6.32-279.el6.x86_64,ext3,C/C++:Version4.5.2ofx86Open64CompilerSuite(fromAMD),12/01/12,08/01/12,12,253,225,189,161,142,131,185,168,355,221,181,165,395,358,165,158,1807,1807,253,204,169,169,178,156,245,242,49,AdvancedMicroDevices,AdvancedMicroDevices,10/01/12,12/01/12,12/01/12,191
IntelXeonE5-2403,CINT2006rate,BullSAS,BL275(IntelXeonE5-24031.80GHz),8,2,4,1,IntelXeonE5-2403,1800,,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,10MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3-12800R-11ECCrunningat1066MHzandCL7),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version13.0.0.133ofIntelC++StudioXEforLinux,09/01/12,10/01/12,8,175,169,148,125,89.8,85.2,136,137,290,290,110,107,224,213,120,116,1107,1107,228,219,111,105,97.5,97.5,199,199,20,BullSAS,BullSAS,02/01/13,03/01/13,03/01/13,188
IntelXeonE5-2403,CINT2006rate,BullSAS,NovaScaleR430F3(IntelXeonE5-24031.80GHz),8,2,4,1,IntelXeonE5-2403,1800,,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,10MBI+Donchipperchip,None,48GB(6x8GB2Rx4PC3-12800R-11ECCrunningat1066MHz),SUSELinuxEnterpriseServer11SP2(x86_64)3.0.13-0.9-default,ext3,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,05/01/12,02/01/12,8,174,167,147,120,89.9,84.8,138,138,288,288,108,106,225,207,120,115,1046,1046,224,217,109,104,95.9,95.9,197,197,20,DellInc.,BullSAS,03/01/12,06/01/12,06/01/12,188
IntelXeonE5-2403,CINT2006rate,BullSAS,NovaScaleR450F3(IntelXeonE5-24031.80GHz),8,2,4,1,IntelXeonE5-2403,1800,,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,10MBI+Donchipperchip,None,48GB(6x8GB2Rx4PC3-12800R-11ECCrunningat1066MHz),SUSELinuxEnterpriseServer11SP2(x86_64)3.0.13-0.9-default,ext3,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,05/01/12,02/01/12,8,174,167,147,120,89.9,85,138,138,288,288,108,106,225,206,120,115,1043,1043,226,222,109,104,96.1,96.1,196,196,20,DellInc.,BullSAS,03/01/12,06/01/12,06/01/12,188
IntelXeonE5-2403,CINT2006rate,BullSAS,NovaScaleT820F3(IntelXeonE5-24031.80GHz),4,1,4,1,IntelXeonE5-2403,1800,,1chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,10MBI+Donchipperchip,None,48GB(6x8GB2Rx4PC3-12800R-11ECCrunningat1067MHz),SUSELinuxEnterpriseServer11SP2(x86_64)3.0.13-0.27-default,ext3,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,06/01/12,02/01/12,4,88.7,85,73.7,60.3,47.1,44.5,70.5,70.5,145,145,54.2,53.2,113,104,60.2,57.9,525,525,114,111,61.6,56.5,48.9,48.9,101,101,20,DellInc.,BullSAS,06/01/12,07/01/12,07/01/12,188
IntelXeonE5-2403,CINT2006rate,CiscoSystems,CiscoUCSB22M3(IntelXeonE5-24031.80GHz),8,2,4,1,IntelXeonE5-2403,1800,,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,10MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3-12800R-11ECCrunningat1066MHzandCL9),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.3.293ofIntelC++StudioXEforLinux,08/01/12,02/01/12,8,174,167,145,120,89.3,86.1,137,139,289,289,108,106,224,204,120,115,1035,1035,226,216,112,106,96.5,96.5,200,200,9019,CiscoSystems,CiscoSystems,07/01/12,09/01/12,10/01/12,188
IntelXeonE5-2403,CINT2006rate,CiscoSystems,CiscoUCSC22M3(IntelXeonE5-24031.80GHz),8,2,4,1,IntelXeonE5-2403,1800,,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,10MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3-12800R-11ECCrunningat1066MHzandCL9),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.3.293ofIntelC++StudioXEforLinux,08/01/12,02/01/12,8,173,166,144,120,88.9,85.6,136,137,287,287,108,105,225,206,119,115,1039,1039,224,217,110,104,96.4,96.4,199,199,9019,CiscoSystems,CiscoSystems,07/01/12,09/01/12,09/01/12,188
IntelXeonE5-2403,CINT2006rate,CiscoSystems,CiscoUCSC24M3(IntelXeonE5-24031.80GHz),8,2,4,1,IntelXeonE5-2403,1800,,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,10MBI+Donchipperchip,None,128GB(16x8GB2Rx4PC3-12800R-11ECCrunningat1066MHzandCL9),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.3.293ofIntelC++StudioXEforLinux,08/01/12,02/01/12,8,173,166,144,119,88.7,85.6,136,137,287,287,108,105,225,206,119,114,1042,1042,225,217,110,104,96.9,96.9,199,199,9019,CiscoSystems,CiscoSystems,06/01/12,07/01/12,07/01/12,188
IntelXeonE5-2403,CINT2006rate,DellInc.,PowerEdgeM420(IntelXeonE5-24031.80GHz),8,2,4,1,IntelXeonE5-2403,1800,,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,10MBI+Donchipperchip,None,48GB(6x8GB2Rx4PC3-12800R-11ECCrunningat1066MHz),SUSELinuxEnterpriseServer11SP2(x86_64)3.0.13-0.27-default,ext3,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,05/01/12,02/01/12,8,174,167,147,120,89.8,85.2,138,138,289,289,108,106,225,208,120,115,1044,1044,224,218,110,104,96.1,96.1,197,197,55,DellInc.,DellInc.,04/01/12,06/01/12,06/01/12,188
IntelXeonE5-2403,CINT2006rate,DellInc.,PowerEdgeM520(IntelXeonE5-24031.80GHz),8,2,4,1,IntelXeonE5-2403,1800,,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,10MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3-12800R-11ECCrunningat1066MHz),SUSELinuxEnterpriseServer11SP2(x86_64)3.0.13-0.27-default,ext3,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,05/01/12,02/01/12,8,174,166,147,120,89.9,84.9,138,138,287,287,108,106,225,208,120,114,1048,1048,227,218,109,103,96.2,96.2,197,197,55,DellInc.,DellInc.,03/01/12,06/01/12,06/01/12,188
IntelXeonE5-2403,CINT2006rate,DellInc.,PowerEdgeR320(IntelXeonE5-24031.80GHz),4,1,4,1,IntelXeonE5-2403,1800,,1chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,10MBI+Donchipperchip,None,24GB(3x8GB2Rx4PC3-12800R-11ECCrunningat1066MHz),SUSELinuxEnterpriseServer11SP2(x86_64)3.0.13-0.9-default,ext3,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,05/01/12,02/01/12,4,88.9,85.3,74.1,60.5,47.1,44.5,70.6,70.6,145,145,54.3,53.3,113,104,60.3,57.9,526,526,113,111,62.4,57.2,49,49,101,101,55,DellInc.,DellInc.,03/01/12,06/01/12,06/01/12,188
IntelXeonE5-2403,CINT2006rate,DellInc.,PowerEdgeR420(IntelXeonE5-24031.80GHz),8,2,4,1,IntelXeonE5-2403,1800,,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,10MBI+Donchipperchip,None,48GB(6x8GB2Rx4PC3-12800R-11ECCrunningat1066MHz),SUSELinuxEnterpriseServer11SP2(x86_64)3.0.13-0.9-default,ext3,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,05/01/12,02/01/12,8,174,167,147,120,89.9,84.8,138,138,288,288,108,106,225,207,120,115,1046,1046,224,217,109,104,95.9,95.9,197,197,55,DellInc.,DellInc.,03/01/12,06/01/12,06/01/12,188
IntelXeonE5-2403,CINT2006rate,DellInc.,PowerEdgeR520(IntelXeonE5-24031.80GHz),8,2,4,1,IntelXeonE5-2403,1800,,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,10MBI+Donchipperchip,None,48GB(6x8GB2Rx4PC3-12800R-11ECCrunningat1066MHz),SUSELinuxEnterpriseServer11SP2(x86_64)3.0.13-0.9-default,ext3,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,05/01/12,02/01/12,8,174,167,147,120,89.9,85,138,138,288,288,108,106,225,206,120,115,1043,1043,226,222,109,104,96.1,96.1,196,196,55,DellInc.,DellInc.,03/01/12,06/01/12,06/01/12,188
IntelXeonE5-2403,CINT2006rate,DellInc.,PowerEdgeT320(IntelXeonE5-24031.80GHz),4,1,4,1,IntelXeonE5-2403,1800,,1chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,10MBI+Donchipperchip,None,48GB(6x8GB2Rx4PC3-12800R-11ECCrunningat1067MHz),SUSELinuxEnterpriseServer11SP2(x86_64)3.0.13-0.27-default,ext3,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,06/01/12,02/01/12,4,88.7,85,73.7,60.3,47.1,44.5,70.5,70.5,145,145,54.2,53.2,113,104,60.2,57.9,525,525,114,111,61.6,56.5,48.9,48.9,101,101,55,DellInc.,DellInc.,06/01/12,07/01/12,07/01/12,188
IntelXeonE5-2403,CINT2006rate,DellInc.,PowerEdgeT420(IntelXeonE5-24031.80GHz),8,2,4,1,IntelXeonE5-2403,1800,,12chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,10MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3-12800R-11ECCrunningat1067MHz),SUSELinuxEnterpriseServer11SP2(x86_64)3.0.13-0.27-default,ext3,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,06/01/12,02/01/12,8,173,166,147,120,89.7,84.8,138,138,287,287,108,106,225,208,120,114,1048,1048,226,218,109,103,95.6,95.6,197,197,55,DellInc.,DellInc.,06/01/12,07/01/12,07/01/12,188
IntelXeonE5-2403,CINT2006rate,Fujitsu,PRIMERGYBX920S3IntelXeonE5-24031.80GHz,4,1,4,1,IntelXeonE5-2403,1800,,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,10MBI+Donchipperchip,None,48GB(6x8GB2Rx4PC3L-12800R-11ECCrunningat1067MHzandCL7),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.0.293ofIntelC++StudioXEforLinux,05/01/12,02/01/12,4,89.2,85.5,74,60.2,46.7,44.9,70.9,70.9,146,146,54,53.2,113,103,60.5,58.3,526,523,113,108,63.1,58.4,49.5,49.5,103,103,19,Fujitsu,Fujitsu,05/01/12,06/01/12,06/01/12,188
IntelXeonE5-2403,CINT2006rate,Fujitsu,PRIMERGYBX920S3IntelXeonE5-24031.80GHz,8,2,4,1,IntelXeonE5-2403,1800,,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,10MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3L-12800R-11ECCrunningat1067MHzandCL7),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.0.293ofIntelC++StudioXEforLinux,05/01/12,02/01/12,8,174,167,147,119,89.5,86.3,138,138,289,289,108,106,225,206,120,115,1045,1044,224,218,111,106,97.3,97.1,200,200,19,Fujitsu,Fujitsu,04/01/12,06/01/12,06/01/12,188
IntelXeonE5-2403,CINT2006rate,Fujitsu,PRIMERGYTX150S8IntelXeonE5-24031.80GHz,4,1,4,1,IntelXeonE5-2403,1800,,1chip,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,10MBI+Donchipperchip,None,48GB(6x8GB2Rx4PC3L-12800R-11ECCrunningat1067MHzandCL7),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.0.293ofIntelC++StudioXEforLinux,07/01/12,02/01/12,4,89.1,85.6,73.8,60.1,46.6,44.9,71.1,71.1,146,146,53.9,53.1,112,104,60.5,58.3,525,523,112,109,63.3,58.6,49.5,49.5,104,104,19,Fujitsu,Fujitsu,06/01/12,08/01/12,08/01/12,188
IntelXeonE5-2403,CINT2006rate,Fujitsu,PRIMERGYTX200S7IntelXeonE5-24031.80GHz,4,1,4,1,IntelXeonE5-2403,1800,,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,10MBI+Donchipperchip,None,48GB(6x8GB2Rx4PC3L-12800R-11ECCrunningat1067MHzandCL7),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.0.293ofIntelC++StudioXEforLinux,07/01/12,02/01/12,4,89.1,85.5,73.8,60.4,46.7,44.8,70.9,70.9,146,146,54,53.1,113,104,60.5,58.3,526,524,112,109,62.9,58.2,49.5,49.1,103,103,19,Fujitsu,Fujitsu,06/01/12,08/01/12,08/01/12,188
IntelXeonE5-2403,CINT2006rate,Fujitsu,PRIMERGYTX200S7IntelXeonE5-24031.80GHz,8,2,4,1,IntelXeonE5-2403,1800,,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,10MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3L-12800R-11ECCrunningat1067MHzandCL7),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.0.293ofIntelC++StudioXEforLinux,07/01/12,02/01/12,8,174,167,146,120,89.5,86.1,138,138,289,289,108,106,225,206,120,115,1047,1042,224,218,110,105,96.9,96.9,199,199,19,Fujitsu,Fujitsu,06/01/12,08/01/12,08/01/12,188
IntelXeonE5-2403,CINT2006rate,HITACHI,BladeSymphonyBS320(IntelXeonE5-2403),8,2,4,1,IntelXeonE5-2403,1800,,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,10MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3L-10600R-9ECCrunningat1066MHz),RedHatEnterpriseLinuxServerrelease6.2Kernel2.6.32-220.4.2.el6.x86_64,ext4,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,06/01/12,02/01/12,8,173,166,146,118,90.2,85.5,136,137,287,287,107,106,224,208,120,114,1033,1033,222,219,111,105,96.3,96.3,195,195,35,HITACHI,HITACHI,08/01/12,08/01/12,08/01/12,188
IntelXeonE5-2403,CINT2006rate,HITACHI,BladeSymphonyBS520A(IntelXeonE5-2403),8,2,4,1,IntelXeonE5-2403,1800,,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,10MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3L-10600R-9ECCrunningat1066MHz),RedHatEnterpriseLinuxServerrelease6.2Kernel2.6.32-220.4.2.el6.x86_64,ext4,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,06/01/12,02/01/12,8,173,166,146,119,90.1,85.5,136,137,287,287,108,106,225,208,120,114,1039,1039,223,216,110,104,96.5,96.5,195,195,35,HITACHI,HITACHI,07/01/12,09/01/12,09/01/12,188
IntelXeonE5-2403,CINT2006rate,HITACHI,ComputeBlade520A(IntelXeonE5-2403),8,2,4,1,IntelXeonE5-2403,1800,,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,10MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3L-10600R-9ECCrunningat1066MHz),RedHatEnterpriseLinuxServerrelease6.2Kernel2.6.32-220.4.2.el6.x86_64,ext4,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,06/01/12,02/01/12,8,173,166,146,119,90.1,85.5,136,137,287,287,108,106,225,208,120,114,1039,1039,223,216,110,104,96.5,96.5,195,195,35,HITACHI,HITACHI,07/01/12,09/01/12,09/01/12,188
IntelXeonE5-2403,CINT2006rate,Hewlett-PackardCompany,ProLiantBL420cGen8(1.80GHzIntelXeonE5-2403),8,2,4,1,IntelXeonE5-2403,1800,,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,10MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3-12800R-11ECCrunningat1066MHzandCL7),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.3.293ofIntelC++StudioXEforLinux,06/01/12,02/01/12,8,174,167,145,119,89.6,86.2,138,139,290,290,109,106,225,207,120,115,1047,1043,224,218,112,106,96.7,96.7,200,200,3,Hewlett-PackardCompany,Hewlett-PackardCompany,08/01/12,09/01/12,09/01/12,188
IntelXeonE5-2403,CINT2006rate,Hewlett-PackardCompany,ProLiantML350eGen8(1.80GHzIntelXeonE5-2403),8,2,4,1,IntelXeonE5-2403,1800,,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,10MBI+Donchipperchip,None,32GB(4x8GB2Rx4PC3-12800R-11ECCrunningat1066MHzandCL7),RedHatEnterpriseLinuxServerrelease6.3(Santiago)Kernel2.6.32-279.el6.x86_64,ext4,C/C++:Version12.1.2.273ofIntelC++StudioXEforLinux,06/01/12,06/01/12,8,174,167,146,121,90.1,85.8,138,138,289,289,108,106,224,205,119,115,1041,1041,226,218,111,105,97.2,97.2,201,201,3,Hewlett-PackardCompany,Hewlett-PackardCompany,11/01/12,12/01/12,12/01/12,188
IntelXeonE5-2403,CINT2006rate,Huawei,HuaweiBH620V2(IntelXeonE5-2403),8,2,4,1,IntelXeonE5-2403,1800,,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,10MBI+Donchipperchip,None,48GB(12x4GB1Rx4PC3-10600R-11ECCrunningat1067MHzandCL7),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux;Fortran:Version12.1.0.225ofIntelFortranStudioXEforLinux,05/01/12,12/01/11,8,173,166,145,119,88.9,85.5,136,138,288,288,107,105,225,205,118,114,1041,1041,223,219,110,105,95.8,95.8,199,199,3175,Huawei,Huawei,09/01/12,10/01/12,10/01/12,188
IntelXeonE5-2403,CINT2006rate,Huawei,HuaweiRH2285V2(IntelXeonE5-2403),8,2,4,1,IntelXeonE5-2403,1800,,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,10MBI+Donchipperchip,None,48GB(12x4GB1Rx4PC3-10600R-11ECCrunningat1067MHzandCL7),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux;Fortran:Version12.1.0.225ofIntelFortranStudioXEforLinux,05/01/12,12/01/11,8,173,167,145,119,89,85.6,136,138,288,288,107,105,224,205,118,114,1034,1034,223,220,110,105,96.3,96.3,199,199,3175,Huawei,Huawei,09/01/12,10/01/12,10/01/12,188
IntelXeonE5-2403,CINT2006rate,IBMCorporation,IBMBladeCenterHS23E(IntelXeonE5-24031.80GHz),8,2,4,1,IntelXeonE5-2403,1800,,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,10MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3-12800R-11ECCrunningat1066MHz),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,06/01/12,12/01/11,8,174,167,147,120,90.6,85.8,138,138,289,289,108,106,225,208,120,115,1043,1043,223,217,110,105,96.7,96.7,196,196,11,IBMCorporation,IBMCorporation,06/01/12,07/01/12,07/01/12,188
IntelXeonE5-2403,CINT2006rate,IBMCorporation,IBMFlexSystemx220(IntelXeonE5-24031.80GHz),8,2,4,1,IntelXeonE5-2403,1800,,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,10MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3-12800R-11ECCrunningat1066MHz),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,06/01/12,12/01/11,8,173,167,147,120,90.5,85.7,138,138,288,288,108,106,225,208,120,115,1045,1045,223,216,110,104,96.3,96.3,195,195,11,IBMCorporation,IBMCorporation,06/01/12,07/01/12,07/01/12,188
IntelXeonE5-2403,CINT2006rate,IBMCorporation,IBMFlexSystemx222(IntelXeonE5-24031.80GHz),8,2,4,1,IntelXeonE5-2403,1800,,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,10MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3-12800R-11ECCrunningat1066MHz),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version13.0.0.133ofIntelC++StudioXEforLinux,09/01/13,10/01/12,8,176,169,148,124,89.9,85,137,137,290,290,110,106,225,214,120,116,1109,1109,227,222,111,105,97.9,97.9,199,199,11,IBMCorporation,IBMCorporation,06/01/13,09/01/13,09/01/13,188
IntelXeonE5-2403,CINT2006rate,IBMCorporation,IBMSystemx3300M4(IntelXeonE5-24031.80GHz),8,2,4,1,IntelXeonE5-2403,1800,,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,10MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3-12800R-11ECCrunningat1066MHz),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,08/01/12,12/01/11,8,173,167,146,120,90.5,85.8,137,138,288,288,108,106,225,208,120,115,1045,1045,223,217,110,105,96.4,96.4,194,194,11,IBMCorporation,IBMCorporation,10/01/12,11/01/12,11/01/12,188
IntelXeonE5-2403,CINT2006rate,IBMCorporation,IBMSystemx3530M4(IntelXeonE5-2403),8,2,4,1,IntelXeonE5-2403,1800,,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,10MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3-12800R-11ECCrunningat1066MHz),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,05/01/12,12/01/11,8,173,166,146,118,90.2,85.5,136,137,287,287,108,106,224,208,120,114,1042,1042,222,217,110,104,96.1,96.1,192,192,11,IBMCorporation,IBMCorporation,07/01/12,08/01/12,08/01/12,188
IntelXeonE5-2403,CINT2006rate,IBMCorporation,IBMSystemx3630M4(IntelXeonE5-2403),8,2,4,1,IntelXeonE5-2403,1800,,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,10MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3-12800R-11ECCrunningat1066MHz),RedHatEnterpriseLinuxServerrelease6.2(Santiago)2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.0.225ofIntelC++StudioXEforLinux,05/01/12,12/01/11,8,173,167,147,119,90.4,85.9,137,138,288,288,108,106,225,208,120,115,1043,1043,224,220,110,104,96,96,196,196,11,IBMCorporation,IBMCorporation,07/01/12,08/01/12,08/01/12,188
IntelXeonE5-2403,CINT2006rate,NECCorporation,Express5800/B120d(IntelXeonE5-2403),8,2,4,1,IntelXeonE5-2403,1800,,12chips,No,32-bit,32/64-bit,32KBI+32KBDonchippercore,256KBI+Donchippercore,10MBI+Donchipperchip,None,96GB(12x8GB2Rx4PC3L-12800R-11ECCrunningat1066MHzandCL7),RedHatEnterpriseLinuxServerrelease6.2(Santiago)Kernel2.6.32-220.el6.x86_64,ext4,C/C++:Version12.1.2.273ofIntelC++StudioXEforLinux;,06/01/12,12/01/11,8,174,167,145,120,89.1,86,138,138,285,285,108,106,225,205,120,115,1040,1040,223,217,113,105,96.3,96.3,199,199,9006,NECCorporation,NECCorporation,07/01/12,07/01/12,07/01/12,188
